temperature,humidite,CO2,PH
23.48,54.43,590.77,3.71
29.16,49.1,664.58,3.19
22.66,59.42,870.2,2.89
23.38,46.85,576.53,5.88
29.75,51.48,887.55,3.58
23.4,48.57,715.78,12.53
25.83,44.79,712.12,0.6
24.36,41.14,541.46,3.25
26.51,40.56,816.19,8.06
29.32,54.24,493.59,12.71
28.32,44.83,781.19,13.8
28.34,58.8,815.09,13.58
27.03,50.4,436.87,5.87
25.6		40.19		685.62		11.3		
26.75		50.43		738.71		5.87		
28.42		42.82		968.55		9.14		
20.81		58.26		688.72		12.59		
28.57		44.01		703.17		2.55		
21.74		46.63		538.16		6.57		
20.16		40.33		736.81		0.3		
24.95		40.81		478.63		9.74		
23.09		46.62		797.24		13.77		
24.2		53.27		782.54		0.34		
29.09		50.15		475.97		9.2		
23.24		57.29		730.21		1.46		
25.5		41.83		686.29		4.23		
29.94		47.07		807.73		3.77		
29.51		48.3		752.61		3.63		
29.91		56.69		947.46		11.24		
28.02		54.02		703.67		3.63		
28.98		51.59		800.6		0.77		
26.59		40.5		600.97		4.02		
29.15		46.71		759.46		13.46		
25.37		46.79		926.47		6.13		
27.09		40.37		614.0		4.3		
26.09		45.05		958.34		8.1		
28.01		51.45		679.88		7.49		
26.98		49.06		932.83		0.99		
28.67		48.39		800.92		8.6		
26.29		51.57		862.41		4.39		
28.03		54.24		432.65		8.56		
22.79		54.52		575.02		13.99		
23.39		40.66		772.03		11.4		
22.36		42.4		943.47		5.67		
23.55		49.45		427.3		3.35		
24.85		45.83		528.68		2.0		
24.52		57.22		513.53		9.36		
23.95		46.22		597.55		3.34		
23.64		46.99		583.57		2.29		
23.28		40.17		826.66		8.58		
21.72		56.3		843.03		11.26		
27.99		42.23		862.66		4.4		
23.66		48.88		957.24		5.43		
20.13		47.86		659.38		3.8		
28.59		56.31		860.96		1.35		
22.79		59.3		727.64		6.85		
28.52		56.45		699.05		1.16		
23.4		49.21		664.49		3.93		
26.55		50.86		998.11		11.12		
29.54		41.18		482.55		0.44		
24.89		44.23		440.48		13.11		
27.7		44.04		835.67		1.89		
22.38		48.98		874.7		11.38		
26.52		53.49		862.01		10.35		
26.49		52.63		636.05		0.12		
26.16		42.56		465.94		11.14		
25.96		56.97		606.48		4.03		
20.59		57.42		746.8		7.09		
27.92		58.07		700.55		12.44		
23.62		52.15		596.65		5.66		
27.31		58.87		626.57		13.9		
26.37		44.9		848.64		7.15		
23.2		46.03		516.99		7.07		
26.13		56.84		481.48		8.92		
24.5		49.44		593.41		13.6		
21.58		59.32		728.96		13.13		
24.46		40.69		501.12		1.76		
23.3		54.29		927.32		7.1		
27.97		53.28		965.63		6.15		
26.47		50.16		896.93		5.21		
27.84		45.29		826.55		13.17		
25.86		56.74		830.44		12.46		
26.26		53.89		831.41		3.19		
25.21		55.24		800.97		6.68		
21.28		42.07		730.88		10.56		
20.89		41.43		698.78		0.79		
21.97		49.96		862.56		11.66		
22.67		43.39		470.25		5.17		
27.42		58.37		834.81		3.06		
27.77		55.9		728.27		6.62		
20.89		44.26		920.44		11.29		
24.88		52.46		692.33		3.84		
26.69		58.85		434.37		10.0		
22.64		50.87		458.85		13.89		
22.14		53.78		467.07		9.53		
22.38		41.73		469.03		9.2		
25.73		53.74		770.21		4.67		
29.88		53.1		964.47		3.73		
27.21		51.32		778.69		12.37		
26.63		54.24		403.38		12.2		
29.44		41.66		509.05		12.58		
25.28		44.84		523.42		8.51		
20.86		48.82		932.3		12.25		
25.12		56.65		403.96		6.31		
23.71		44.29		950.81		9.64		
24.75		58.21		591.49		6.72		
22.83		47.81		758.18		6.15		
26.39		48.69		462.1		5.62		
27.94		47.4		885.99		6.17		
25.86		50.36		863.61		7.5		
23.11		53.49		713.3		10.63		
23.97		42.73		723.74		3.04		
21.04		50.66		671.64		8.22		
22.03		53.69		496.22		3.59		
29.58		40.53		731.25		7.13		
26.16		47.93		994.3		1.76		
24.39		40.46		477.61		12.29		
28.52		57.12		766.31		0.46		
20.39		57.55		801.16		5.13		
28.93		56.75		784.06		5.79		
20.19		45.32		662.02		7.81		
29.08		49.28		633.03		0.77		
22.16		55.49		620.84		0.85		
23.09		55.88		823.95		3.89		
24.32		55.56		453.51		1.68		
21.21		48.74		769.21		3.1		
23.27		42.9		912.7		6.66		
22.34		40.94		978.38		0.04		
22.54		55.55		920.2		4.77		
24.67		47.51		946.64		11.71		
23.43		59.34		411.47		6.65		
21.11		45.22		803.6		2.77		
21.13		44.58		419.32		6.08		
24.67		51.47		931.23		7.56		
28.55		40.83		973.61		8.07		
23.5		40.44		447.23		10.0		
23.04		44.04		446.47		1.87		
20.53		44.59		785.06		12.59		
20.75		42.46		652.87		8.09		
29.21		53.57		904.34		9.03		
20.05		51.98		567.51		7.69		
21.05		49.57		705.37		1.89		
28.48		51.12		921.85		1.5		
23.86		51.77		804.93		12.41		
21.36		47.94		652.31		9.12		
29.25		57.83		495.39		6.03		
25.4		45.54		572.57		8.44		
23.72		55.74		975.93		1.11		
25.13		55.95		734.07		8.99		
29.91		55.67		454.83		6.85		
26.04		46.46		625.52		0.51		
27.61		43.89		878.42		3.47		
22.16		45.7		626.18		12.62		
27.64		49.39		534.99		7.27		
20.89		46.41		468.42		5.18		
20.87		46.97		576.1		8.36		
26.32		51.9		605.48		12.48		
20.17		49.64		950.7		8.6		
22.95		58.93		850.25		10.16		
28.16		44.29		569.88		8.85		
21.33		48.43		715.59		7.97		
20.06		51.8		962.04		13.12		
22.21		44.03		718.38		4.0		
28.33		47.69		653.21		0.68		
27.93		48.43		960.32		11.39		
28.15		50.29		472.86		12.54		
27.98		43.39		735.01		14.0		
23.33		48.55		866.17		8.41		
24.56		56.46		913.5		6.34		
27.2		40.75		552.29		2.69		
28.3		49.21		829.41		2.17		
29.74		45.58		906.6		13.12		
23.31		42.56		505.71		13.27		
28.68		43.67		643.34		2.86		
27.39		52.21		763.57		12.31		
28.14		57.48		594.48		6.19		
24.84		41.54		432.4		1.44		
23.34		58.02		568.08		11.61		
25.81		40.31		605.13		12.06		
28.62		42.18		624.57		2.59		
29.34		54.09		980.71		8.84		
20.64		41.84		836.35		12.16		
21.58		50.28		709.95		12.8		
25.05		59.87		897.57		13.91		
29.48		58.25		498.29		12.6		
22.37		47.87		830.61		5.88		
28.61		46.74		553.1		12.18		
29.66		44.66		533.92		13.61		
27.82		43.03		593.16		9.97		
28.83		46.71		551.41		11.18		
27.46		45.43		896.26		9.48		
22.92		40.99		708.05		4.02		
27.61		40.34		998.98		2.09		
24.94		40.97		925.3		10.74		
20.41		45.69		729.51		5.81		
24.67		56.11		447.92		1.32		
27.74		47.52		485.52		3.08		
28.58		50.08		642.47		13.18		
26.86		58.17		950.56		1.52		
28.47		59.16		835.55		6.03		
20.02		48.47		891.4		3.72		
25.74		60.0		536.98		3.48		
23.94		40.12		507.27		10.17		
23.56		45.99		738.01		2.64		
22.19		49.57		764.25		7.11		
22.18		58.75		846.46		5.3		
24.62		46.36		930.41		10.84		
24.41		45.13		859.44		10.07		
21.67		54.32		875.51		6.18		
24.34		55.33		610.72		1.05		
22.73		59.84		433.44		6.08		
22.51		47.01		630.26		10.94		
27.64		48.56		585.9		7.48		
24.56		42.89		821.08		12.45		
21.21		42.69		852.13		10.1		
28.35		58.11		605.83		2.29		
23.55		47.39		508.7		3.97		
25.45		52.68		407.59		6.07		
27.44		49.0		845.83		6.75		
26.22		46.14		936.71		12.27		
21.28		57.85		776.75		4.44		
23.61		60.0		634.86		11.53		
26.17		44.66		640.03		4.16		
26.6		59.09		449.65		9.08		
23.08		49.29		746.47		12.34		
23.23		50.63		888.31		12.38		
23.81		44.63		869.72		11.11		
24.7		51.8		979.59		8.23		
21.21		51.3		562.54		11.9		
21.31		51.89		837.86		3.85		
23.08		46.67		897.34		2.45		
22.56		45.37		646.54		13.88		
23.37		50.03		799.5		2.54		
20.37		52.69		987.38		3.28		
24.35		55.38		763.12		11.13		
20.61		52.19		791.61		7.19		
24.72		46.24		770.4		2.93		
24.81		58.31		644.08		12.71		
23.31		49.28		810.23		7.49		
23.99		41.0		743.97		11.08		
22.85		51.61		493.93		7.24		
22.72		42.43		698.42		6.81		
21.95		59.93		612.17		8.96		
23.56		41.78		687.19		10.12		
22.86		50.97		746.69		13.24		
21.7		40.21		769.28		12.76		
23.8		41.65		617.75		6.76		
23.87		50.58		534.57		11.8		
23.68		41.86		711.42		1.52		
20.92		55.78		787.06		2.25		
22.39		53.63		643.02		2.06		
20.37		47.03		779.0		10.88		
21.39		40.55		940.18		6.66		
23.47		45.65		782.89		12.3		
20.67		55.14		562.18		13.97		
22.5		45.34		633.45		12.24		
21.73		55.45		953.15		2.64		
24.04		59.9		782.39		2.14		
20.38		59.18		580.83		3.81		
24.31		47.81		448.34		5.05		
22.66		46.76		550.89		4.16		
24.38		53.42		458.9		4.25		
23.57		56.56		448.29		9.3		
20.54		51.68		595.89		10.08		
20.84		45.87		876.67		4.77		
24.37		53.92		735.23		7.14		
22.68		50.59		842.18		12.49		
21.36		40.12		533.68		13.91		
21.08		57.16		650.25		4.65		
24.99		46.31		804.41		3.93		
23.76		40.49		993.1		4.68		
22.43		46.78		935.7		11.13		
23.18		44.03		740.55		13.79		
22.57		58.61		613.51		4.34		
22.88		57.9		967.93		8.14		
20.95		58.42		967.78		5.63		
23.64		40.42		913.84		4.11		
22.24		46.04		466.86		1.37		
23.28		54.3		639.3		12.86		
21.65		49.78		595.42		12.76		
22.25		48.61		939.5		5.9		
23.7		42.02		816.69		6.32		
23.6		54.71		923.48		1.43		
20.12		46.74		546.56		0.43		
20.6		54.78		870.72		4.81		
24.4		58.3		706.41		10.97		
