temperature,humidite,CO2,PH
20.89,48.21,506.85,9.7
26.65,52.78,531.33,2.67
24.84,52.66,781.46,11.62
23.6,51.22,757.47,10.91
23.95,44.76,690.29,6.68
20.22,46.36,800.45,13.6
25.37,45.19,582.49,5.57
22.63,53.5,910.43,8.02
20.87,49.17,405.35,3.37
20.57,43.08,564.35,7.89
27.42,59.76,711.48,10.94
20.97,55.63,448.5,9.58
27.88,52.06,526.97,10.49
23.81,49.14,630.13,12.54
26.03,56.8,553.28,10.94
29.7,52.98,789.43,2.86
20.77,41.37,883.52,5.38
26.18,55.2,575.61,11.4
27.25,41.51,574.31,9.11
20.11,40.31,974.0,12.04
None		50.8		884.2		12.43		
[29.62000004]		54.78		438.03		5.2		
23.046000366210937		59.45		415.69		5.71		
16.0		59.79		626.31		4.31		
22.93		52.91		612.87		13.43		
22.47		50.16		979.95		6.32		
29.4		57.09		852.72		13.66		
23.0		59.3		403.75		2.44		
22.09		47.18		691.1		7.21		
29.59		54.97		815.94		10.23		
29.3		57.36		906.11		2.35		
29.17		57.85		901.99		5.31		
22.09		45.02		897.59		1.79		
22.09		41.98		871.24		3.75		
22.09		43.71		724.33		2.09		
29.61		54.7		748.13		13.33		
22.33		49.53		722.87		7.9		
22.11		48.76		714.32		6.69		
22.13		49.01		764.38		2.68		
22.59		50.58		417.13		9.93		
22.09		41.58		579.89		5.4		
29.48		55.57		438.72		13.71		
22.09		45.94		599.02		13.82		
29.17		57.8		631.04		6.96		
22.68		50.39		958.09		1.37		
22.09		45.47		535.15		8.95		
22.11		48.61		451.74		1.61		
28.87		58.43		778.92		13.31		
29.59		55.03		619.24		6.44		
29.5		55.78		647.32		12.54		
29.64		54.45		740.66		7.61		
22.09		46.8		423.92		2.87		
22.7		50.31		978.23		4.73		
22.09		45.48		892.88		10.02		
29.4		57.01		696.83		0.95		
22.53		51.44		484.36		6.84		
29.5		55.73		695.96		1.52		
22.04		48.03		631.43		8.77		
22.09		46.97		932.18		2.29		
29.65		54.19		558.43		12.61		
22.39		43.42		462.92		0.36		
22.53		51.39		809.67		3.66		
22.33		49.49		714.37		0.53		
29.5		55.8		844.67		4.36		
21		52.36		585.07		3.17		
21		58.74		959.04		8.25		
21		42.89		959.59		9.39		
21		45.06		743.33		4.22		
21		52.45		906.33		3.14		
21		51.56		992.2		9.63		
21		42.57		528.22		1.54		
21		43.22		659.05		5.25		
21		57.62		519.24		9.16		
21		58.08		608.18		0.6		
21		55.25		716.99		3.21		
21		57.52		938.1		5.99		
21		53.57		473.87		4.42		
22.09		44.36		439.37		12.42		
19.23		59.68		560.01		7.05		
22.09		47.48		780.09		5.21		
22.12		48.5		630.36		1.68		
22.7		50.29		961.47		3.81		
15.95		59.94		695.01		2.11		
22.39		44.27		597.31		0.3		
22.09		47.65		470.46		9.39		
29.5		56.55		761.82		4.79		
22.33		49.48		443.93		1.51		
22.09		44.44		859.59		8.47		
22.09		44.43		542.31		9.33		
15.93		59.97		416.79		7.63		
29.62		54.9		436.04		5.43		
28.87		58.44		825.57		3.77		
22.09		43.61		578.02		2.81		
29.19		57.56		513.66		10.07		
29.3		57.27		713.03		9.03		
28.86		58.33		824.74		9.1		
29.97		53.22		677.67		1.86		
22.54		52.48		414.29		5.05		
29.59		55.0		546.72		9.75		
22.42		49.86		568.67		3.12		
22.49		46.3		754.21		0.43		
29.96		53.95		589.85		4.68		
22.09		46.01		652.1		1.87		
29.97		53.19		797.79		0.54		
22.09		43.69		469.89		13.84		
22.61		50.67		766.56		1.44		
29.97		53.49		933.46		9.58		
22.09		46.25		522.28		13.3		
16.0		59.85		727.99		12.46		
22.09		44.95		955.49		12.82		
29.5		56.39		709.1		12.4		
22.09		40.74		717.73		5.8		
22.54		51.12		416.07		7.87		
22.1		57.33		893.04		0.5		
22.09		44.32		800.19		11.86		
22.54		52.77		580.19		7.76		
29.69		54.3		953.41		10.1		
22.09		41.06		623.23		12.09		
29.64		54.47		897.86		4.41		
22.54		51.95		619.6		2.86		
28.88		58.08		605.55		11.08		
22.09		42.26		590.48		9.4		
29.5		56.16		844.95		2.85		
22.09		42.64		489.87		13.48		
29.09		56.93		687.35		7.3		
22.59		49.73		593.47		1.44		
29.97		53.24		701.55		10.94		
22.09		46.07		613.86		1.17		
22.09		43.41		488.73		10.83		
22.09		43.53		546.17		9.08		
22.08		48.12		690.58		10.81		
22.61		50.72		614.28		2.82		
22.09		47.83		796.2		4.35		
22.09		41.56		979.23		2.73		
22.09		45.9		879.84		9.47		
28.87		58.61		479.58		12.87		
22.09		40.43		465.51		2.87		
29.62		54.76		920.85		13.64		
22.54		52.73		507.17		8.69		
22.09		46.65		941.37		8.49		
22.18		49.19		729.79		8.36		
22.09		46.18		410.02		9.42		
22.53		51.36		510.92		3.87		
22.11		48.92		643.57		1.36		
22.09		40.95		641.13		4.26		
